ds,"Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,Weekend,"Electricity demand, daily sum, (GWh)",Month,dayOfWeek,yhat_lgbm
2016-04-08,7.502083333333332,10.0,False,False,405.626,4,4,398.6261008042031
2016-04-09,4.241666666666666,6.1,False,True,387.034,4,5,382.63314225719756
2016-04-10,4.720833333333333,9.4,False,True,377.425,4,6,380.06211796490754
2016-04-11,11.391666666666667,16.7,False,False,406.432,4,0,389.94613362172976
2016-04-12,11.375000000000002,13.9,False,False,401.3,4,1,391.4320941436767
2016-04-13,8.720833333333335,13.9,False,False,395.719,4,2,403.36227254894555
2016-04-14,10.1875,16.7,False,False,390.641,4,3,391.9823008224137
2016-04-15,11.041666666666666,17.8,False,False,382.703,4,4,379.4007032793117
2016-04-16,11.875,18.9,False,True,350.548,4,5,353.84819046574984
2016-04-17,14.045833333333334,23.3,False,True,344.227,4,6,345.68530355185106
2016-04-18,18.516666666666666,27.2,False,False,383.703,4,0,379.74677583956856
2016-04-19,18.633333333333336,21.7,False,False,384.284,4,1,387.6348640673567
2016-04-20,14.333333333333334,20.0,False,False,381.701,4,2,380.84942390678225
2016-04-21,16.395833333333336,21.7,False,False,385.584,4,3,380.25329501729726
2016-04-22,21.633333333333336,25.6,False,False,392.903,4,4,395.62969353402684
2016-04-23,17.41577380952381,21.1,False,True,356.289,4,5,353.02721879615495
2016-04-24,12.916666666666666,20.0,False,True,338.704,4,6,345.68530355185106
2016-04-25,14.954166666666667,19.4,False,False,379.019,4,0,379.3676070344267
2016-04-26,11.655902777777778,15.6,False,False,389.717,4,1,389.9476076407634
2016-04-27,11.33333333333333,16.7,False,False,380.994,4,2,391.4279504940853
2016-04-28,11.066666666666668,14.4,False,False,380.281,4,3,390.8318216046003
2016-04-29,10.541666666666668,13.9,False,False,378.396,4,4,384.9900256052954
2016-04-30,11.858333333333333,17.8,False,True,346.085,4,5,353.84819046574984
2016-05-01,8.896666666666667,10.0,False,True,354.0,5,6,360.87850185742616
2016-05-02,11.118055555555555,15.0,False,False,389.154,5,0,387.9841623101915
2016-05-03,11.42236111111111,12.9,False,False,388.943,5,1,389.4987800518119
2016-05-04,10.025,10.6,False,False,389.038,5,2,389.71082955356655
2016-05-05,10.9375,13.6,False,False,387.378,5,3,388.8985075127355
2016-05-06,10.088680555555554,11.7,False,False,387.254,5,4,383.7119451819917
2016-05-07,11.4675,14.7,False,True,352.372,5,5,358.1267246037883
2016-05-08,13.779027777777776,18.3,False,True,339.549,5,6,350.8564113547387
2016-05-09,16.991666666666664,22.2,False,False,381.313,5,0,383.9410576072831
2016-05-10,13.69166666666666,16.7,False,False,380.588,5,1,385.97386165833177
2016-05-11,17.725,23.3,False,False,383.158,5,2,388.66749831275126
2016-05-12,18.5,26.1,False,False,392.34,5,3,385.10333533152107
2016-05-13,16.384999999999998,18.3,False,False,388.928,5,4,378.77194635249947
2016-05-14,17.394736842105264,22.0,False,True,356.357,5,5,359.289461371941
2016-05-15,11.573913043478262,15.0,False,True,347.933,5,6,353.41502955473385
2016-05-16,12.56666666666667,19.0,False,False,384.612,5,0,383.9410576072831
2016-05-17,14.579166666666666,18.0,False,False,387.049,5,1,385.45567534890347
2016-05-18,14.383333333333333,20.0,False,False,384.22,5,2,385.45153169931206
2016-05-19,15.887499999999998,21.7,False,False,385.843,5,3,384.85540280982707
2016-05-20,18.05,23.9,False,False,385.918,5,4,384.518946463852
2016-05-21,15.737500000000002,18.9,False,True,355.048,5,5,355.5681064037932
2016-05-22,15.937499999999998,20.6,False,True,348.293,5,6,350.8564113547387
2016-05-23,18.1625,25.0,False,False,396.184,5,0,389.182669363927
2016-05-24,17.9875,22.8,False,False,402.223,5,1,390.6972871055474
2016-05-25,24.05416666666667,30.6,False,False,426.259,5,2,453.9483055283512
2016-05-26,26.079166666666666,31.7,False,False,463.51,5,3,458.76540254691474
2016-05-27,25.666666666666668,30.0,False,False,485.054,5,4,465.4729444642857
2016-05-28,26.69583333333334,32.2,False,True,476.111,5,5,444.5000818679168
2016-05-29,24.762500000000003,30.0,False,True,462.786,5,6,432.4954894773168
2016-05-30,22.89465277777777,26.1,True,False,451.765,5,0,415.94141554624326
2016-05-31,24.424999999999997,29.4,False,False,495.695,5,1,470.1487151498715
2016-06-01,23.616666666666664,27.8,False,False,479.331,6,2,477.6053570425801
2016-06-02,19.78333333333333,24.4,False,False,462.879,6,3,438.03970539027284
2016-06-03,19.015972222222224,21.1,False,False,445.578,6,4,423.13696150765276
2016-06-04,22.399305555555557,28.3,False,True,433.422,6,5,419.9465449058905
2016-06-05,19.44173611111111,21.1,False,True,412.618,6,6,384.4410817859069
2016-06-06,23.65625,27.8,False,False,465.961,6,0,476.9976017650186
2016-06-07,23.808333333333334,28.9,False,False,472.114,6,1,473.67608579592553
2016-06-08,15.772916666666667,18.9,False,False,411.017,6,2,408.0202390304014
2016-06-09,16.974999999999998,21.7,False,False,395.074,6,3,407.4241101409164
2016-06-10,19.377777777777776,24.4,False,False,403.299,6,4,423.13696150765276
2016-06-11,23.679166666666664,30.6,False,True,407.713,6,5,426.986876940462
2016-06-12,24.57083333333333,27.8,False,True,420.258,6,6,451.5366290249322
2016-06-13,18.33333333333333,23.3,False,False,415.198,6,0,414.5540011585649
2016-06-14,20.633333333333336,26.1,False,False,425.009,6,1,427.4192676096216
2016-06-15,23.183333333333334,28.9,False,False,454.231,6,2,473.2695792221104
2016-06-16,20.85833333333333,23.9,False,False,467.317,6,3,441.8617096142088
2016-06-17,20.845833333333328,24.4,False,False,456.86,6,4,438.9169209525476
