ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2017-05-02,84.183,22.454166666666666,0.8000000000000007,178.9,Working Day,True,86.20370100955883,86.33084291026184
2017-05-03,85.576,21.945833333333336,0.4000000000000003,166.7,Working Day,True,84.65240598039064,84.68287331703819
2017-05-04,84.021,20.675,0.4000000000000003,136.19999999999996,Working Day,True,80.84833906239965,80.56294933397903
2017-05-05,76.951,16.900694444444444,17.433333333333334,50.41666666666666,Working Day,True,71.41251450387858,72.68574709103423
2017-05-06,67.172,14.470833333333337,39.03333333333333,9.266666666666662,Non-Working Day,True,60.95882098795409,65.62961485088572
2017-05-07,63.465,11.88541666666667,98.95000000000002,2.200000000000003,Non-Working Day,True,64.73542568559827,67.41443300531634
2017-05-08,71.892,15.204166666666666,58.5,53.40000000000001,Working Day,True,74.83054785774688,72.68574709103423
2017-05-09,73.017,15.674305555555556,24.766666666666666,27.75,Working Day,True,69.12936651518218,72.68574709103423
2017-05-10,73.859,15.80486111111111,15.533333333333331,23.25,Working Day,True,67.8832683598813,72.68574709103423
2017-05-11,75.137,17.254166666666666,22.700000000000003,66.80000000000001,Working Day,True,73.84653338507819,72.68574709103423
2017-05-12,74.839,16.834722222222222,27.166666666666657,59.33333333333334,Working Day,True,73.24656013597077,72.68574709103423
2017-05-13,66.219,17.370833333333337,21.1,67.00000000000003,Non-Working Day,True,66.18571531587874,65.05044089088453
2017-05-14,63.022,15.443055555555556,38.36666666666667,35.6,Non-Working Day,True,63.917752737381484,65.05044089088453
2017-05-15,70.946,14.505555555555553,39.96666666666667,12.099999999999998,Working Day,True,68.30483760891127,72.68574709103423
2017-05-16,72.095,14.675,47.8,25.599999999999994,Working Day,True,70.56960839688202,72.68574709103423
2017-05-17,72.691,15.65555555555556,30.8,33.53333333333333,Working Day,True,70.29818040677726,72.68574709103423
2017-05-18,74.195,17.983333333333334,26.9,90.5,Working Day,True,77.11399721631918,72.68574709103423
2017-05-19,78.148,22.4,5.699999999999999,179.29999999999998,Working Day,True,86.61702662091632,86.15523959295113
2017-05-20,80.434,25.804166666666664,0.4000000000000003,259.30000000000007,Non-Working Day,True,86.58209947588122,87.40955539631432
2017-05-21,81.767,25.350000000000005,0.0,248.4,Non-Working Day,True,85.30560832034939,86.05105839727
2017-05-22,87.027,22.887500000000003,0.0,189.3,Working Day,True,87.44148894289744,87.7356694487476
2017-05-23,86.783,22.2875,0.0,174.90000000000003,Working Day,True,85.64547046358365,85.79052501084423
2017-05-24,80.586,18.254166666666663,12.35,81.65,Working Day,True,74.93101116335063,72.71483184493847
2017-05-25,73.713,15.866666666666667,17.599999999999998,25.6,Working Day,True,68.32965461801241,72.68574709103423
2017-05-26,72.505,16.835416666666667,8.1,44.05,Working Day,True,69.92618207280334,72.68574709103423
2017-05-27,65.743,17.325,19.3,67.10000000000002,Non-Working Day,True,66.05942412665982,65.05044089088453
2017-05-28,65.521,19.39583333333333,9.8,109.5,Non-Working Day,True,70.1789453463781,68.24103810704648
2017-05-29,67.538,17.968750000000004,12.05,76.30000000000001,Non-Working Day,True,66.55628702816013,65.05044089088453
