,"Electricity demand, daily sum, (GWh)","Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,yhat_rf,yhat_svm,yhat_nn
2016-11-10,43.304,15.709791666666666,23.9,False,43.106794384799905,43.50047303697704,43.883711000820895
2016-11-11,42.594,16.42833333333333,22.2,True,43.21323060263272,42.348091849649194,41.76582477224238
2016-11-12,40.119,17.07916666666667,24.4,False,40.38050642222486,40.61878585918242,41.727940830483185
2016-11-13,38.905,15.039285714285713,22.8,False,39.38237960911306,40.33275151399626,40.19197999954648
2016-11-14,42.217,14.077395833333332,22.2,False,43.106794384799905,42.71655197287258,43.22799368533606
2016-11-15,42.142,14.120138888888889,18.3,False,43.106794384799905,42.89850275716041,43.55225598715257
2016-11-16,41.758,10.1125,16.1,False,43.77719895766125,43.5308082326119,44.86094003077578
2016-11-17,42.825,8.533333333333333,16.1,False,44.526307569221316,44.05820946752235,45.41211203776723
2016-11-18,42.968,9.783333333333331,17.2,False,43.930400197801845,42.66839917130987,44.11731260791183
2016-11-19,41.542,11.651388888888889,13.3,False,42.06486234864949,41.28716020923886,41.85109561649266
2016-11-20,40.219,12.977083333333336,15.0,False,41.427469137464186,40.86064517177506,40.61033389679192
2016-11-21,42.256,11.2325,15.6,False,44.20608217543288,43.86474841847,44.44357687862521
2016-11-22,43.554,9.293333333333331,12.2,False,44.978172485336344,44.43907424606747,45.79285784914909
2016-11-23,43.715,10.158194444444444,15.6,False,44.14068385062368,43.58730951473489,44.92769686764281
2016-11-24,41.512,7.3379166666666675,13.9,True,44.33813541661798,42.01164080507038,43.166953349946546
2016-11-25,42.542,7.797638888888891,11.7,False,45.705052245107225,43.82519582739356,45.82261772016135
2016-11-26,43.401,9.026448412698413,10.733333333333334,False,44.7564600679294,42.834778194716485,43.309596726088586
2016-11-27,42.495,10.243055555555555,15.0,False,41.713823646954104,41.45257227552267,41.55095900334293
2016-11-28,46.507,9.206875000000002,11.4,False,45.737128705057394,45.70630757615961,45.94453616807794
2016-11-29,46.637,7.252232142857142,12.8,False,45.40851888416832,45.08646658457734,46.48781709780914
2016-11-30,47.07,7.877013888888889,12.8,False,45.333255734092816,44.742268476189295,46.291532522814464
2016-12-01,47.259,8.8625,14.4,False,46.30645619731635,47.29883617789443,47.529886508100034
2016-12-02,47.255,9.979166666666666,14.4,False,45.871068660491126,46.277208933005625,46.473207754924886
2016-12-03,44.797,7.283333333333334,15.0,False,44.641403457170135,44.47999075940521,45.22659272973712
2016-12-04,44.965,7.525347222222222,13.9,False,44.72343278074365,44.43136764790454,44.756158694102055
2016-12-05,48.368,6.865972222222221,11.7,False,47.237676983818346,48.506833828384764,48.76585672582519
2016-12-06,47.768,6.037569444444446,12.8,False,47.58709179776552,48.344507019550264,48.920416625156136
2016-12-07,50.155,4.7525,7.8,False,48.61319608751952,49.655318250163376,50.31525474092233
2016-12-08,48.86,8.127569444444442,11.699999999999998,False,47.081674461128415,47.83603772592696,48.27343789908602
2016-12-09,45.768,11.599652777777775,15.85,False,45.00547661443536,45.79194589637519,45.82025134140618
2016-12-10,43.323,13.952083333333334,15.6,False,41.82223137528392,43.29598603812223,43.77981082179923
2016-12-11,43.625,8.125347222222224,10.0,False,44.285481288421586,44.90197762096965,45.18181264901517
2016-12-12,46.93,8.137499999999998,11.7,False,46.960782171949376,48.02187058593505,48.26969011240979
2016-12-13,46.859,9.75,13.3,False,46.1520703353558,46.8735400335852,47.38719072121093
2016-12-14,46.339,12.389583333333334,16.1,False,43.47418602377259,45.838626283306276,46.18199083408577
2016-12-15,47.373,13.552222222222223,14.4,False,45.47820262416199,46.8330500145663,46.886343289192325
2016-12-16,46.672,7.616666666666667,12.8,False,47.045239082670804,47.216379720149845,47.6657655482243
2016-12-17,47.533,4.335416666666667,9.4,False,46.69156053061294,46.59334083654743,47.32428690033814
2016-12-18,48.64,2.945833333333333,10.6,False,46.94038027624417,47.19700728111182,47.10142119538288
